PRJNA_ID	run_accession	geo_accession	sample_accession	title	fastq_ftp
PRJNA273359	SRR1768821	GSM1588852	SAMN03290916	Pt1-baseline	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768821/SRR1768821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768821/SRR1768821_2.fastq.gz
PRJNA273359	SRR1768822	GSM1588852	SAMN03290916	Pt1-baseline	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768822/SRR1768822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768822/SRR1768822_2.fastq.gz
PRJNA273359	SRR1768823	GSM1588853	SAMN03290898	Pt1-DP1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768823/SRR1768823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768823/SRR1768823_2.fastq.gz
PRJNA273359	SRR1768824	GSM1588853	SAMN03290898	Pt1-DP1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768824/SRR1768824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768824/SRR1768824_2.fastq.gz
PRJNA273359	SRR1768825	GSM1588854	SAMN03290899	Pt2-baseline	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768825/SRR1768825_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768825/SRR1768825_2.fastq.gz
PRJNA273359	SRR1768826	GSM1588854	SAMN03290899	Pt2-baseline	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768826/SRR1768826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768826/SRR1768826_2.fastq.gz
PRJNA273359	SRR1768827	GSM1588855	SAMN03290913	Pt2-DP1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768827/SRR1768827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768827/SRR1768827_2.fastq.gz
PRJNA273359	SRR1768828	GSM1588855	SAMN03290913	Pt2-DP1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768828/SRR1768828_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768828/SRR1768828_2.fastq.gz
PRJNA273359	SRR1768829	GSM1588856	SAMN03290889	Pt2-DP2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768829/SRR1768829_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768829/SRR1768829_2.fastq.gz
PRJNA273359	SRR1768830	GSM1588856	SAMN03290889	Pt2-DP2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768830/SRR1768830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768830/SRR1768830_2.fastq.gz
PRJNA273359	SRR1768831	GSM1588857	SAMN03290890	Pt3-baseline	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768831/SRR1768831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768831/SRR1768831_2.fastq.gz
PRJNA273359	SRR1768832	GSM1588857	SAMN03290890	Pt3-baseline	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768832/SRR1768832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768832/SRR1768832_2.fastq.gz
PRJNA273359	SRR1768833	GSM1588858	SAMN03290908	Pt3-DP1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768833/SRR1768833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768833/SRR1768833_2.fastq.gz
PRJNA273359	SRR1768834	GSM1588858	SAMN03290908	Pt3-DP1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768834/SRR1768834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768834/SRR1768834_2.fastq.gz
PRJNA273359	SRR1768835	GSM1588858	SAMN03290908	Pt3-DP1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768835/SRR1768835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768835/SRR1768835_2.fastq.gz
PRJNA273359	SRR1768836	GSM1588859	SAMN03290909	Pt3-DP2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768836/SRR1768836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768836/SRR1768836_2.fastq.gz
PRJNA273359	SRR1768837	GSM1588859	SAMN03290909	Pt3-DP2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768837/SRR1768837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768837/SRR1768837_2.fastq.gz
PRJNA273359	SRR1768838	GSM1588860	SAMN03290920	Pt3-DP3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768838/SRR1768838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768838/SRR1768838_2.fastq.gz
PRJNA273359	SRR1768839	GSM1588860	SAMN03290920	Pt3-DP3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768839/SRR1768839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768839/SRR1768839_2.fastq.gz
PRJNA273359	SRR1768840	GSM1588861	SAMN03290894	Pt4-baseline	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768840/SRR1768840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768840/SRR1768840_2.fastq.gz
PRJNA273359	SRR1768841	GSM1588861	SAMN03290894	Pt4-baseline	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768841/SRR1768841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768841/SRR1768841_2.fastq.gz
PRJNA273359	SRR1768842	GSM1588862	SAMN03290911	Pt4-DP1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768842/SRR1768842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768842/SRR1768842_2.fastq.gz
PRJNA273359	SRR1768843	GSM1588862	SAMN03290911	Pt4-DP1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768843/SRR1768843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768843/SRR1768843_2.fastq.gz
PRJNA273359	SRR1768844	GSM1588863	SAMN03290910	Pt5-baseline	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768844/SRR1768844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768844/SRR1768844_2.fastq.gz
PRJNA273359	SRR1768845	GSM1588863	SAMN03290910	Pt5-baseline	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768845/SRR1768845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768845/SRR1768845_2.fastq.gz
PRJNA273359	SRR1768846	GSM1588864	SAMN03290922	Pt5-DP1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768846/SRR1768846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768846/SRR1768846_2.fastq.gz
PRJNA273359	SRR1768847	GSM1588864	SAMN03290922	Pt5-DP1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768847/SRR1768847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768847/SRR1768847_2.fastq.gz
PRJNA273359	SRR1768848	GSM1588865	SAMN03290915	Pt5-DP2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768848/SRR1768848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768848/SRR1768848_2.fastq.gz
PRJNA273359	SRR1768849	GSM1588865	SAMN03290915	Pt5-DP2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768849/SRR1768849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768849/SRR1768849_2.fastq.gz
PRJNA273359	SRR1768850	GSM1588866	SAMN03290888	Pt5-DP3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768850/SRR1768850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768850/SRR1768850_2.fastq.gz
PRJNA273359	SRR1768851	GSM1588866	SAMN03290888	Pt5-DP3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768851/SRR1768851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768851/SRR1768851_2.fastq.gz
PRJNA273359	SRR1768852	GSM1588867	SAMN03290906	Pt6-baseline	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768852/SRR1768852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768852/SRR1768852_2.fastq.gz
PRJNA273359	SRR1768853	GSM1588867	SAMN03290906	Pt6-baseline	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768853/SRR1768853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768853/SRR1768853_2.fastq.gz
PRJNA273359	SRR1768854	GSM1588867	SAMN03290906	Pt6-baseline	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768854/SRR1768854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768854/SRR1768854_2.fastq.gz
PRJNA273359	SRR1768855	GSM1588868	SAMN03290921	Pt6-DP1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768855/SRR1768855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768855/SRR1768855_2.fastq.gz
PRJNA273359	SRR1768856	GSM1588868	SAMN03290921	Pt6-DP1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768856/SRR1768856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768856/SRR1768856_2.fastq.gz
PRJNA273359	SRR1768857	GSM1588868	SAMN03290921	Pt6-DP1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768857/SRR1768857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768857/SRR1768857_2.fastq.gz
PRJNA273359	SRR1768858	GSM1588869	SAMN03290885	Pt6-DP2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768858/SRR1768858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768858/SRR1768858_2.fastq.gz
PRJNA273359	SRR1768859	GSM1588869	SAMN03290885	Pt6-DP2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768859/SRR1768859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768859/SRR1768859_2.fastq.gz
PRJNA273359	SRR1768860	GSM1588869	SAMN03290885	Pt6-DP2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768860/SRR1768860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768860/SRR1768860_2.fastq.gz
PRJNA273359	SRR1768861	GSM1588870	SAMN03290895	Pt8-baseline	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768861/SRR1768861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768861/SRR1768861_2.fastq.gz
PRJNA273359	SRR1768862	GSM1588870	SAMN03290895	Pt8-baseline	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768862/SRR1768862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768862/SRR1768862_2.fastq.gz
PRJNA273359	SRR1768863	GSM1588871	SAMN03290900	Pt8-DP1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768863/SRR1768863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768863/SRR1768863_2.fastq.gz
PRJNA273359	SRR1768864	GSM1588871	SAMN03290900	Pt8-DP1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768864/SRR1768864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768864/SRR1768864_2.fastq.gz
PRJNA273359	SRR1768865	GSM1588872	SAMN03290903	Pt8-DP2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768865/SRR1768865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768865/SRR1768865_2.fastq.gz
PRJNA273359	SRR1768866	GSM1588872	SAMN03290903	Pt8-DP2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768866/SRR1768866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768866/SRR1768866_2.fastq.gz
PRJNA273359	SRR1768867	GSM1588873	SAMN03290891	Pt8-DP3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768867/SRR1768867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768867/SRR1768867_2.fastq.gz
PRJNA273359	SRR1768868	GSM1588873	SAMN03290891	Pt8-DP3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768868/SRR1768868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768868/SRR1768868_2.fastq.gz
PRJNA273359	SRR1768869	GSM1588874	SAMN03290896	Pt9-baseline	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768869/SRR1768869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768869/SRR1768869_2.fastq.gz
PRJNA273359	SRR1768870	GSM1588874	SAMN03290896	Pt9-baseline	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768870/SRR1768870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768870/SRR1768870_2.fastq.gz
PRJNA273359	SRR1768871	GSM1588875	SAMN03290912	Pt9-DP1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768871/SRR1768871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768871/SRR1768871_2.fastq.gz
PRJNA273359	SRR1768872	GSM1588875	SAMN03290912	Pt9-DP1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768872/SRR1768872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768872/SRR1768872_2.fastq.gz
PRJNA273359	SRR1768873	GSM1588876	SAMN03290918	Pt9-DP2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768873/SRR1768873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768873/SRR1768873_2.fastq.gz
PRJNA273359	SRR1768874	GSM1588876	SAMN03290918	Pt9-DP2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768874/SRR1768874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768874/SRR1768874_2.fastq.gz
PRJNA273359	SRR1768875	GSM1588877	SAMN03290893	Pt10-baseline	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768875/SRR1768875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768875/SRR1768875_2.fastq.gz
PRJNA273359	SRR1768876	GSM1588877	SAMN03290893	Pt10-baseline	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768876/SRR1768876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768876/SRR1768876_2.fastq.gz
PRJNA273359	SRR1768877	GSM1588878	SAMN03290907	Pt10-DP1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768877/SRR1768877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768877/SRR1768877_2.fastq.gz
PRJNA273359	SRR1768878	GSM1588878	SAMN03290907	Pt10-DP1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768878/SRR1768878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768878/SRR1768878_2.fastq.gz
PRJNA273359	SRR1768879	GSM1588879	SAMN03290892	Pt10-DP2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768879/SRR1768879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768879/SRR1768879_2.fastq.gz
PRJNA273359	SRR1768880	GSM1588879	SAMN03290892	Pt10-DP2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768880/SRR1768880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768880/SRR1768880_2.fastq.gz
PRJNA273359	SRR1768881	GSM1588880	SAMN03290905	Pt10-DP3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768881/SRR1768881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768881/SRR1768881_2.fastq.gz
PRJNA273359	SRR1768882	GSM1588880	SAMN03290905	Pt10-DP3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768882/SRR1768882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768882/SRR1768882_2.fastq.gz
PRJNA273359	SRR1768883	GSM1588881	SAMN03290901	Pt10-DP4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768883/SRR1768883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768883/SRR1768883_2.fastq.gz
PRJNA273359	SRR1768884	GSM1588881	SAMN03290901	Pt10-DP4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768884/SRR1768884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768884/SRR1768884_2.fastq.gz
PRJNA273359	SRR1768885	GSM1588882	SAMN03290902	Pt10-DP5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768885/SRR1768885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768885/SRR1768885_2.fastq.gz
PRJNA273359	SRR1768886	GSM1588882	SAMN03290902	Pt10-DP5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768886/SRR1768886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768886/SRR1768886_2.fastq.gz
PRJNA273359	SRR1768887	GSM1588883	SAMN03290919	Pt10-DP6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768887/SRR1768887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768887/SRR1768887_2.fastq.gz
PRJNA273359	SRR1768888	GSM1588883	SAMN03290919	Pt10-DP6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768888/SRR1768888_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768888/SRR1768888_2.fastq.gz
PRJNA273359	SRR1768889	GSM1588884	SAMN03290904	Pt10-DP7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768889/SRR1768889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768889/SRR1768889_2.fastq.gz
PRJNA273359	SRR1768890	GSM1588884	SAMN03290904	Pt10-DP7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768890/SRR1768890_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/000/SRR1768890/SRR1768890_2.fastq.gz
PRJNA273359	SRR1768891	GSM1588885	SAMN03290897	Pt10-DP8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768891/SRR1768891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/001/SRR1768891/SRR1768891_2.fastq.gz
PRJNA273359	SRR1768892	GSM1588885	SAMN03290897	Pt10-DP8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768892/SRR1768892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/002/SRR1768892/SRR1768892_2.fastq.gz
PRJNA273359	SRR1768893	GSM1588886	SAMN03290887	Pt10-DP9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768893/SRR1768893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/003/SRR1768893/SRR1768893_2.fastq.gz
PRJNA273359	SRR1768894	GSM1588886	SAMN03290887	Pt10-DP9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768894/SRR1768894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/004/SRR1768894/SRR1768894_2.fastq.gz
PRJNA273359	SRR1768895	GSM1588887	SAMN03290914	Pt15-baseline	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768895/SRR1768895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/005/SRR1768895/SRR1768895_2.fastq.gz
PRJNA273359	SRR1768896	GSM1588887	SAMN03290914	Pt15-baseline	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768896/SRR1768896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/006/SRR1768896/SRR1768896_2.fastq.gz
PRJNA273359	SRR1768897	GSM1588888	SAMN03290917	Pt15-DP1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768897/SRR1768897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/007/SRR1768897/SRR1768897_2.fastq.gz
PRJNA273359	SRR1768898	GSM1588888	SAMN03290917	Pt15-DP1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768898/SRR1768898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/008/SRR1768898/SRR1768898_2.fastq.gz
PRJNA273359	SRR1768899	GSM1588889	SAMN03290886	Pt15-DP2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768899/SRR1768899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/009/SRR1768899/SRR1768899_2.fastq.gz
